id,lat,lon,tag_key,tag_value
1330920601,23.5831508,87.3187251,power,tower
1330920633,23.5834616,87.3185562,power,tower
1330920650,23.5835703,87.3168121,power,tower
1330920662,23.5837227,87.2762687,power,tower
1330920670,23.5838219,87.2760333,power,tower
1330920673,23.5838606,87.3165612,power,tower
1330920701,23.5843034,87.2927598,power,tower
1330920723,23.5847062,87.2918610,power,tower
1330920729,23.5849203,87.2912275,power,tower
1330920746,23.5854545,87.3204761,power,tower
1330920760,23.5858439,87.2782648,power,tower
1330920761,23.5858443,87.3203680,power,tower
1330920767,23.5860266,87.2780835,power,tower
1330920773,23.5861613,87.2906772,power,tower
1330920790,23.5865423,87.2894221,power,tower
1330920792,23.5865640,87.2898101,power,tower
1330920812,23.5870245,87.2794475,power,tower
1330920822,23.5872521,87.2792365,power,tower
1330920851,23.5876965,87.3221663,power,tower
1330920872,23.5880970,87.2885046,power,tower
1330920873,23.5881429,87.3221448,power,tower
1330920898,23.5884333,87.2873590,power,tower
1330920932,23.5887615,87.2873903,power,tower
1330920985,23.5895209,87.2814348,power,tower
1330920986,23.5895425,87.2817847,power,tower
1330921010,23.5899352,87.3238490,power,tower
1330921011,23.5901115,87.2862557,power,tower
1330921014,23.5902576,87.2853156,power,tower
1330921028,23.5905012,87.3239630,power,tower
1330921050,23.5909188,87.2849830,power,tower
1330921059,23.5913407,87.2834871,power,tower
1330921076,23.5918640,87.2837236,power,tower
1330921077,23.5918705,87.2842887,power,tower
1330921089,23.5922719,87.3253725,power,tower
1330921090,23.5922777,87.3256418,power,tower
1330921108,23.5933858,87.2825878,power,tower
1330921122,23.5938190,87.3268074,power,tower
1330921124,23.5939235,87.3266078,power,tower
1330921147,23.5947936,87.2810136,power,tower
1330921149,23.5949423,87.3284133,power,tower
1330921152,23.5951687,87.3296391,power,tower
1330921174,23.5960657,87.3304215,power,tower
1330921182,23.5962925,87.3323419,power,tower
1330921186,23.5966015,87.2789887,power,tower
1330921201,23.5972157,87.3327196,power,tower
1330921215,23.5980179,87.2773986,power,tower
1330921222,23.5984011,87.2747760,power,tower
1330921228,23.5987349,87.2723719,power,tower
1330921233,23.5991545,87.2694295,power,tower
1330921239,23.5996093,87.2664530,power,tower
1330921247,23.6000287,87.2635249,power,tower
1331354702,23.5500272,87.3122707,highway,mini_roundabout
1331511745,23.5294976,87.3038994,power,tower
1331511751,23.5317463,87.3055577,power,tower
1331511780,23.5339829,87.3071241,power,tower
1331511786,23.5341356,87.3076721,power,tower
1331511992,23.5361317,87.3091027,power,tower
1331512002,23.5363243,87.3088481,power,tower
1331512082,23.5379903,87.3105060,power,tower
1331512088,23.5380875,87.3101463,power,tower
1331512234,23.5389187,87.3133532,power,tower
1331512261,23.5390852,87.2944912,building,residential
1331512316,23.5391457,87.3132740,power,tower
1331512537,23.5409562,87.3148331,power,tower
1331512610,23.5417945,87.3152202,power,tower
1331512712,23.5426403,87.3255215,power,tower
1331512757,23.5429584,87.3163747,power,tower
1331512760,23.5430081,87.3254606,power,tower
1331512867,23.5438506,87.3235152,power,tower
1331512944,23.5445389,87.3179960,power,tower
1331512951,23.5446317,87.3172832,power,tower
1331512978,23.5447956,87.3270611,power,tower
1331512990,23.5449139,87.3222638,power,tower
1331513015,23.5450658,87.3215007,power,tower
1331513028,23.5453468,87.3271587,power,tower
1331513130,23.5462701,87.3195042,power,tower
1331513164,23.5465808,87.3194678,power,tower
1331513221,23.5473107,87.3287943,power,tower
1331513558,23.5480199,87.3288983,power,tower
1331513715,23.5496870,87.3304319,power,tower
1331513727,23.5501841,87.3302923,power,tower
1331513915,23.5520129,87.3320498,power,tower
1331513938,23.5523331,87.3316764,power,tower
1332576250,23.5428416,87.3360563,name,CRPF entry checkpoint
1332738868,23.5012360,87.2861206,power,tower
1332738874,23.5019433,87.2831786,power,tower
1332738876,23.5026970,87.2800437,power,tower
1332738883,23.5027114,87.2883793,power,tower
1332738886,23.5034498,87.2769121,power,tower
1332738890,23.5046178,87.2914316,power,tower
1332738892,23.5053917,87.2745540,power,tower
1332738896,23.5067581,87.2728365,power,tower
1332738898,23.5069526,87.2927993,power,tower
1332738908,23.5083073,87.2707516,power,tower
1332738913,23.5089480,87.2941004,power,tower
1332738937,23.5099961,87.2684810,power,tower
1332738944,23.5109974,87.2949332,power,tower
1332738945,23.5117889,87.2660444,power,tower
1332738953,23.5119217,87.2952543,power,tower
1332738963,23.5131937,87.2641409,power,tower
1332738967,23.5140131,87.2934763,power,tower
1332738969,23.5144058,87.2624236,power,tower
1332738974,23.5158939,87.2598081,power,tower
1332738980,23.5161687,87.2933381,power,tower
1332738989,23.5173478,87.2570547,power,tower
1332739002,23.5183291,87.2931729,power,tower
1332739008,23.5185788,87.2548185,power,tower
1332739038,23.5200507,87.2521265,power,tower
1332739047,23.5203979,87.2930888,power,tower
1332739053,23.5214556,87.2496191,power,tower
1332739058,23.5214946,87.2943209,power,tower
1332739068,23.5231251,87.2961641,power,tower
1332739080,23.5233685,87.2483808,power,tower
1332739100,23.5237372,87.2997424,power,tower
1332739106,23.5238257,87.2971449,power,tower
1332739141,23.5248092,87.3004975,power,tower
1332739159,23.5252649,87.2471493,power,tower
1332739176,23.5270764,87.3070021,power,tower
1332739259,23.5273591,87.2480790,power,tower
1332739269,23.5274096,87.3024050,power,tower
1332739352,23.5280899,87.3069983,power,tower
1332739402,23.5292516,87.3490865,power,tower
1332739431,23.5293645,87.3487384,power,tower
1332739556,23.5307900,87.3486014,power,tower
1332739579,23.5309557,87.3489245,power,tower
1332739616,23.5318253,87.3469087,power,tower
1332739701,23.5328085,87.3458321,power,tower
1332739703,23.5328878,87.3451421,power,tower
1332739704,23.5328442,87.3067262,power,tower
1332800642,23.5467136,87.2922897,highway,crossing
1332800642,23.5467136,87.2922897,name,NIT Durgapur Main Gate
3231668095,23.5452873,87.2635987,power,tower
3231668097,23.5459867,87.2629124,power,tower
3231668100,23.5477862,87.2623183,power,tower
3231668101,23.5483885,87.2616613,power,tower
3231668104,23.5501153,87.2607292,power,tower
3231668105,23.5501994,87.2610577,power,tower
3231668106,23.5517541,87.2598093,power,tower
3231668107,23.5520647,87.2599863,power,tower
3231668110,23.5536981,87.2587193,power,tower
3231668111,23.5538587,87.2589454,power,tower
3231668113,23.5557548,87.2575249,power,tower
3231668114,23.5557634,87.2578478,power,tower
3231668117,23.5572542,87.2583728,power,tower
3231668118,23.5572844,87.2580999,power,tower
3231668130,23.5601519,87.2594453,power,tower
3231668132,23.5603702,87.2592033,power,tower
3231668143,23.5628828,87.2601247,power,tower
3231668144,23.5629448,87.2604729,power,tower
3231668151,23.5651309,87.2612414,power,tower
3231668152,23.5655027,87.2610856,power,tower
3231668155,23.5657980,87.2640658,power,tower
3231668156,23.5662047,87.2640293,power,tower
3231668157,23.5665290,87.2669037,power,tower
3231668160,23.5668914,87.2667704,power,tower
3231668162,23.5672246,87.2697764,power,tower
3231668165,23.5676472,87.2698967,power,tower
3231668167,23.5678988,87.2726337,power,tower
3231668168,23.5683123,87.2743430,power,tower
3231668169,23.5683499,87.2727811,power,tower
3231668170,23.5687402,87.2743220,power,tower
3231668171,23.5687505,87.2749837,power,tower
3231668175,23.5692619,87.2750692,power,tower
3231668176,23.5692970,87.2754851,power,tower
3231668184,23.5709613,87.2766466,power,tower
3231668187,23.5713704,87.2765704,power,tower
3231668192,23.5721680,87.2770956,power,tower
3912303517,23.5478274,87.2933573,building,yes
3912303517,23.5478274,87.2933573,name,High Voltage Laboratory
4385438078,23.5220167,87.3097840,power,tower
4385446761,23.5244981,87.3097732,power,tower
4385446762,23.5251744,87.3089444,power,tower
4385447202,23.5313784,87.3077173,power,tower
4539296192,23.5776701,87.2916220,name,Dhobighat shiv mandir amra sobai
4539296192,23.5776701,87.2916220,name:en,Dhobighat shiv mandir amra sobai
4539296192,23.5776701,87.2916220,name:hi,Dhobighat shiv mandir amra sobai
4539296192,23.5776701,87.2916220,tourism,artwork
4544633889,23.5849886,87.2936910,addr:street,shib mandir
4544633889,23.5849886,87.2936910,name,Yøur friend Rabin
4544633889,23.5849886,87.2936910,name:en,Yøur friend Rabin
4544633889,23.5849886,87.2936910,name:hi,রবিন house
4544633889,23.5849886,87.2936910,tourism,attraction
4544636689,23.5864450,87.2954300,waterway,waterfall
4595622389,23.5676379,87.3163773,addr:street,newton rod
4595622389,23.5676379,87.3163773,amenity,clinic
4595622389,23.5676379,87.3163773,name,HEALTH CENTER
4595622389,23.5676379,87.3163773,name:hi,HEALTH CENTER
4644272728,23.5892645,87.2854187,name,Rupanjali Beauty Parlour
6902131273,23.5726950,87.3038301,addr:city,Durgapur
6902131273,23.5726950,87.3038301,addr:district,BARDHAMAN
6902131273,23.5726950,87.3038301,addr:full,"J. M. Sengupta Road, Durgapore-V, Burdwan (west), B-Zone"
6902131273,23.5726950,87.3038301,addr:postcode,713205
6902131273,23.5726950,87.3038301,addr:state,West Bengal
6902131273,23.5726950,87.3038301,amenity,blood_bank
6902131273,23.5726950,87.3038301,contact:mobile,09434792433; 09434792785
6902131273,23.5726950,87.3038301,contact:phone,03432746319; 03432745967
6902131273,23.5726950,87.3038301,email,dspbloodbank@gmail.com
6902131273,23.5726950,87.3038301,name,Durgapur Steel Plant Hospital Blood Bank
6902131273,23.5726950,87.3038301,opening_hours,24/7
6902131273,23.5726950,87.3038301,operator:type,government
6902131273,23.5726950,87.3038301,source,OpenGovernmentData
6902131273,23.5726950,87.3038301,website,https://www.sail.co.in/
7048725917,23.5803490,87.3005412,highway,turning_circle
7667435444,23.5725850,87.3049770,addr:district,Paschim Bardhaman
7667435444,23.5725850,87.3049770,addr:full,"B-Zone, Durgapur"
7667435444,23.5725850,87.3049770,addr:postcode,713205
7667435444,23.5725850,87.3049770,addr:state,West Bengal
7667435444,23.5725850,87.3049770,amenity,hospital
7667435444,23.5725850,87.3049770,name,Main Hospital
7667435444,23.5725850,87.3049770,source,Local Knowledge
9819038085,23.6030042,87.2545824,power,tower
9819038086,23.6030971,87.2550690,power,tower
9819038087,23.6030431,87.2557704,power,tower
9819038088,23.6014757,87.2580432,power,tower
9819038092,23.6007067,87.2596576,power,tower
10016914648,23.6005554,87.2594207,power,tower
10121867156,23.5215782,87.3098221,power,insulator
10956842804,23.5666813,87.2902255,addr:city,Durgapur
10956842804,23.5666813,87.2902255,addr:housenumber,43
10956842804,23.5666813,87.2902255,addr:postcode,713204
10956842804,23.5666813,87.2902255,addr:street,Aurobinda Avenue
10956842804,23.5666813,87.2902255,craft,photographer
10956842804,23.5666813,87.2902255,name,Abhishek Roy Photography & Films | Wedding Photographer in Durgapur
10956842804,23.5666813,87.2902255,phone,+919531590365
10956842804,23.5666813,87.2902255,website,https://www.royabhishek.com/
